,7h,12h,16h,24h
YPR058W,36.7542,42.8966,22.9818,11.2904
YKR006C,37.812,74.0024,40.5558,25.3755
YKL006W,2281.12,1297.54,626.923,181.387
YHR078W,29.6058,41.5275,38.5667,43.8714
YMR020W,18.3421,16.2953,17.2934,15.7651
YER035W,112.072,467.987,617.646,528.784
YOR338W,156.962,248.119,216.632,182.078
YGL261C,0,1.07098,4.65674,1.34402
YCR007C,6.18754,10.9661,17.9772,18.0684
YAR050W,2.53905,1.55537,0.645538,0.888045
YOL077W-A,343.359,964.546,1251.26,428.189
YOL140W,169.478,139.908,76.0951,77.0236
YER079W,4.22931,18.0304,28.2575,21.1885
Q0085,0.798816,0.750787,0.755228,1.22011
YJR011C,6.70501,7.56485,6.73187,6.34413
YML092C,71.6242,115.925,100.873,122.347
YGL166W,9.12959,19.859,17.859,18.8025
YPL024W,25.3879,38.123,28.1275,44.6082
YCL050C,127.64,117.226,64.0441,73.4325
YLL042C,6.60131,6.99428,3.73265,2.96278
YIL106W,24.1866,15.8957,18.1916,21.9209
YPR114W,55.6303,50.2288,69.0069,66.832
YGR223C,9.34364,11.3657,18.339,24.2888
YMR189W,15.1305,11.1121,12.7146,9.99894
YPL157W,21.3119,23.2621,14.2602,12.3704
YHR172W,4.67482,0.932767,0.42868,0.245259
YKR066C,95.7154,290.614,571.286,599.395
YDR028C,11.1507,9.82508,10.4238,10.7769
YGL071W,9.92312,9.79351,7.3406,4.74285
YHR030C,17.2033,16.6374,20.9488,16.3649
YGR117C,10.8875,10.985,8.19502,6.32146
YHR039C-A,407.825,322.079,245.204,155.585
YHR032W,80.734,94.1941,68.1052,31.1337
YBL035C,12.1953,5.80444,3.64569,4.05459
YGR038C-B,12.3265,8.65777,1.26528,0.00300885
YBL074C,3.48232,3.32498,2.65437,1.77003
YBR216C,10.5217,8.71318,6.40012,4.14708
YML120C,17.6406,83.3958,173.851,149.105
YGL221C,59.7538,56.4407,27.8159,19.1249
YBL097W,1.32774,0.698322,0.313786,0.673459
YFL008W,3.97573,1.95238,1.25356,1.28936
YPL151C,12.5024,14.9591,16.7972,15.8862
YJR105W,265.736,418.305,203.715,136.781
YPL120W,3.23366,3.16711,3.12213,3.30876
YBR035C,164.016,154.977,132.604,84.355
YPR158C-C,12.923,6.71696,6.33108,2.8011
YNL133C,12.3983,10.3845,9.53955,11.9899
YPL152W,10.0169,17.9372,23.7764,23.1968
YGR227W,15.713,25.739,26.1623,26.8479
YOR006C,42.1694,43.304,38.333,25.0277
YPR194C,1.85761,2.02111,1.51355,1.45157
YLR099C,32.3648,47.0751,16.3285,14.5721
YLR360W,11.1116,10.0315,8.1723,6.44317
YPR138C,32.1186,55.5918,24.2103,24.3884
YLR241W,13.377,18.6334,17.4806,16.8256
YMR306W,1.99436,2.69199,2.5145,3.82593
YKL192C,332.818,828.603,448.732,259.265
YGR167W,88.5669,65.5021,48.3789,40.8263
YDR217C,3.44496,1.98188,1.39668,1.25329
YBL001C,277.612,266.974,99.3357,57.1531
YDR128W,4.16397,4.59268,3.41746,2.24963
YKR067W,4.38894,19.0122,34.2672,27.6868
YNL047C,5.00601,4.86117,4.26476,3.13128
YNL248C,176.146,149.173,75.3001,61.5104
YKL060C,5363.61,2649.76,761.48,529.333
YNL059C,11.8962,6.78736,4.77403,2.73483
YML095C,10.9837,10.8042,10.6389,6.08219
YKL063C,60.361,55.3947,69.8372,80.3078
YDR299W,33.4661,31.3449,20.307,16.9325
YFL014W,3.05981,36.5708,12.4841,10.9776
YEL077C,0.966219,1.35947,1.16859,0.885257
YDR416W,6.4816,5.66571,3.77161,2.65553
YDR245W,85.3536,78.751,63.7881,41.0833
YLR032W,2.56472,2.74491,2.10604,1.66433
YJL046W,10.1993,13.6182,9.62559,6.02814
YCL042W,20.3159,78.0513,159.596,96.3204
YPL130W,1.24337,1.07389,0.679227,0.920135
YDR270W,3.93892,24.2293,19.8781,15.0733
YEL035C,0.899722,2.2591,1.57915,6.08174
YOR251C,50.4282,54.2122,37.0544,19.3752
YBR205W,29.4814,35.2404,31.7281,23.749
YHR182W,3.22712,3.42714,2.0538,1.12274
YDR527W,44.7049,41.8803,44.3757,51.583
YKR069W,70.428,26.0763,16.3778,13.111
YJL179W,79.4506,50.1985,39.8302,16.1775
YJL225C,5.68473,6.77017,4.14378,3.14926
YHR033W,0.613648,2.72435,5.3677,3.44663
YJL184W,74.7754,80.9502,55.9955,39.992
YDR528W,20.2175,25.1343,21.1161,32.6435
YLR380W,48.8833,40.5203,28.9946,21.8832
YNL018C,0.803342,0.729007,0.757074,1.45277
YNL148C,4.81059,3.8575,1.44244,1.56298
YFL034W,5.31828,6.27903,5.73219,5.12319
YNL302C,1574.9,918,377.363,107.601
YKL110C,53.9258,47.0306,53.4424,59.728
YDL227C,0.124813,0.291723,0.343407,0.295179
YER112W,44.4812,37.0497,23.5841,13.6218
YPL109C,1.2533,1.83586,1.74179,1.15595
YGR158C,74.6592,63.9373,31.5845,20.5365
YOR187W,81.4863,276.975,354.454,224.198
YDR406W,2.93541,22.6996,67.6244,74.2488
YML041C,16.3789,15.2532,18.8531,19.659
YDL028C,8.14554,4.66931,5.64542,6.50713
YDL141W,12.9777,11.3421,6.36185,5.57682
YOR244W,10.2677,12.5309,14.6295,21.6659
YGR018C,40.3405,29.716,24.1561,27.5566
YFR050C,66.1202,127.133,135.32,137.482
YAL012W,515.144,377.077,320.062,312.279
YDR280W,54.931,44.2282,29.4952,24.074
YLR153C,492.716,628.778,175.099,88.9925
YJL164C,1.40726,4.53454,14.3753,12.3424
YHL023C,5.42001,4.56013,2.28247,2.05531
YBR263W,67.1848,87.2349,40.6445,33.3448
YPL077C,3.40708,4.48674,4.06482,2.35148
YHR064C,188.374,179.536,88.0321,73.0932
YKR019C,4.73516,4.17678,4.22896,1.65686
YBR280C,2.83201,6.79703,4.33667,3.71803
YKL183W,14.8187,17.8014,10.6133,7.95161
YJR129C,5.34488,3.41539,2.04153,1.75895
YMR264W,68.4456,111.859,73.4959,36.9602
YBR288C,15.2259,12.1641,8.6709,4.73306
YDR539W,29.9753,21.7549,9.69482,6.15232
YOR163W,12.7225,22.0339,14.9436,12.0702
YLR270W,14.4617,39.4037,42.9912,36.419
YPL116W,11.9129,5.57228,7.45431,6.74379
YKR065C,54.8778,116.163,40.1649,22.5205
YKL133C,0.648814,3.25408,4.45614,3.91299
YDL206W,3.24629,10.0349,9.82496,8.61185
YGL187C,274.54,703.106,922.327,570.85
YOR184W,260.713,104.614,41.6699,32.0639
YER057C,331.681,337.824,121.335,42.1219
YEL067C,4.66674,3.05168,1.2667,0.714148
YNL297C,4.81437,4.97527,3.59571,2.56276
YHR208W,954.701,371.105,145.098,63.1804
YER080W,16.2269,18.1445,9.63884,8.88124
YNL138W-A,34.9097,26.6526,21.6574,23.6358
YCR060W,87.4232,74.3776,43.8926,37.496
YMR095C,7.94663,7.72527,6.59104,6.40285
YPL060W,7.10878,8.91177,3.95799,4.97993
YDL205C,50.2453,43.7092,34.0922,22.2281
YML068W,7.51104,7.23311,9.6659,6.73542
YOR148C,17.8023,22.1303,18.7632,17.9232
YDL214C,0.768266,1.96954,2.26911,2.8743
YOR174W,11.7776,11.4894,10.691,10.0571
YOL043C,5.48912,9.53646,7.97742,5.09706
YKR089C,10.1732,11.7522,14.0983,13.5898
YFR008W,2.1722,3.06758,6.24568,5.97994
YKL120W,129.599,102.062,55.8683,28.9716
YPL022W,9.25222,6.7946,4.16972,4.08438
YBR212W,2.90219,4.84781,4.91001,4.91242
YMR258C,8.11323,9.949,10.5184,7.61432
YLR152C,4.68885,7.97607,49.5504,88.3611
YOR249C,3.33728,2.74177,1.66469,1.14529
YOL060C,14.0513,30.5767,57.7645,59.6654
YCR065W,15.8935,15.4319,8.2338,3.64572
YBR162C,303.475,108.778,54.9324,21.3785
YMR123W,148.285,159.698,109.656,64.5681
YPR065W,192.038,204.997,183.537,157.33
YGL156W,12.4994,42.3718,11.2018,4.12602
YMR316C-A,1.63089,7.48405,5.66515,2.94687
YMR039C,33.4297,24.6201,17.4833,16.478
YNL154C,84.7346,63.5867,44.883,34.1442
YPL167C,1.56606,1.6611,1.26633,0.992549
YKR087C,22.8758,27.8567,18.7968,12.6371
YPL140C,13.2144,14.4893,13.1562,10.8342
YDR037W,394.889,340.609,177.348,129.424
YOR284W,8.03689,4.41696,3.04898,2.63163
YPL262W,60.9527,112.18,147.207,72.4618
YLR117C,7.89294,7.51207,6.20754,7.7932
YCL008C,12.6154,14.2687,5.95272,3.31536
YHR146W,16.0388,16.3643,19.3352,27.869
YDR197W,14.5871,18.8282,16.687,8.37987
YNL119W,35.5979,30.8401,23.8134,15.5697
YBL037W,6.04587,4.16804,3.44866,2.62326
YLR021W,26.7868,21.079,13.9366,9.19296
YPL061W,2.57318,3.03141,1.21998,1.668
YGR024C,57.9607,64.092,61.7002,43.3233
YGL213C,36.5008,35.191,20.3744,15.9156
YNL110C,125.945,114.9,83.4818,36.8002
YDR227W,2.95859,2.60521,1.60472,1.2545
YDR158W,355.443,292.542,129.522,93.8272
YGL044C,15.1788,15.7203,15.1055,13.452
YHL004W,37.9748,69.8503,40.7642,26.6847
YPL076W,15.6557,24.6584,21.7667,23.0222
YGR006W,3.85669,3.30717,4.39175,7.45703
YBR183W,85.9056,185.817,335.024,442.979
YGR031C-A,0,0,0,0
YNL004W,69.6522,55.8487,36.8099,23.7689
YOL135C,20.8932,25.161,26.6751,34.5534
YLL066C,5.30982,5.91156,4.7945,2.96059
YHR042W,191.561,268.736,166.065,181.946
YKR017C,7.84183,12.1687,9.309,4.37403
YOL153C,1.52659,8.67036,11.6583,8.43755
YLR327C,14.7739,77.4685,802.878,2537.26
YJL126W,9.00242,12.341,5.86974,2.51579
YLR053C,11.4457,27.3108,189.203,97.2948
YJR061W,23.9775,20.8889,17.0574,13.8652
YNL247W,60.2851,44.5678,16.8106,13.6615
YDR026C,13.9508,11.478,7.30944,3.83425
YGR230W,3.53731,3.88303,2.72927,2.20307
YPL070W,6.1292,5.81197,5.29711,3.15237
YLR114C,15.583,14.4593,12.2774,10.4911
YER049W,115.788,126.59,60.1927,36.7829
YNL255C,606.383,427.238,272.021,159.308
YPR016C,539.865,462.384,349.16,351.537
YHL029C,48.2916,41.1695,29.0064,20.2223
YBR034C,271.607,267.984,171.545,136.319
YLR113W,28.5337,39.6762,36.9972,31.784
YHR010W,1695.76,1008.81,585.627,208.491
YEL017C-A,4034.87,2342.81,4659.91,4161.09
YNL222W,24.6528,20.8206,12.1834,9.43359
YKR048C,68.5008,99.2339,77.6209,50.5279
YLR185W,2412.24,1808.37,946.582,327.916
YAR029W,72.3335,90.9509,87.5741,203.038
YDL182W,383.144,194.753,249.958,414.758
YKR080W,156.524,49.6723,29.2998,21.6647
YPL092W,27.4248,32.0423,30.773,56.6745
YLR337C,6.35858,5.64039,4.33588,3.89832
YLR195C,31.1829,25.6115,17.342,9.7421
YPL233W,11.3952,8.14923,5.31512,2.50345
YAL003W,1043.16,648.044,358.394,295.722
YIL082W-A,6.19526,5.66937,7.33516,6.22662
YBL057C,75.5453,72.6163,43.1025,29.5961
YLR425W,2.44186,1.66858,1.49217,1.35571
YOR267C,23.2148,23.823,50.3944,84.9821
YGR285C,169.065,139.25,83.319,55.4591
YOR070C,8.60126,8.21117,7.67256,8.62153
YNL273W,4.31522,2.73101,1.40507,1.05885
YPL204W,61.5912,50.7176,50.5715,47.083
YER172C,5.58513,5.92443,3.34462,2.10548
YBR265W,49.7773,53.1837,22.1567,16.1049
YDR163W,14.3048,18.0279,17.3106,19.6665
YNL177C,29.3299,48.6081,47.7335,24.5585
YIR002C,2.61993,3.64917,4.31236,5.2241
YKL018W,39.0085,38.3763,28.6278,16.0839
YMR313C,14.2399,22.2098,39.4268,36.434
YLL014W,144.965,153.821,130.932,116.311
YBR014C,29.1722,37.0553,23.5546,11.5892
YLR121C,19.8858,31.275,55.6973,125.983
YOR256C,14.9404,16.1364,17.7331,13.844
YIR041W,0,0.000156067,0.000674471,0.000554248
YGR068C,13.6893,17.2444,15.35,10.5674
YNL076W,18.2912,17.2437,15.7012,12.3256
YLL066W-B,128.879,67.8636,50.2603,34.2104
YLR361C-A,19.6452,49.0335,37.5161,21.5409
YCR057C,66.0968,55.4107,38.3481,27.8108
YMR287C,3.6375,4.77868,5.57416,4.70797
YGL193C,2.48095,8.87902,16.2929,8.00447
YHR005C,1.50788,2.33024,0.929568,0.525555
YPL056C,9.24729,15.3092,31.3384,47.539
YDR208W,20.715,12.608,10.5746,10.3178
YJL223C,0,0.412867,0,0.24643
880,21.6117,16.1151,12.2522,9.8882
YGL209W,46.254,13.626,8.63907,28.8673
YEL022W,6.68632,4.61753,2.63966,1.38784
YHR219W,4.77734,6.2872,3.49559,1.38486
YOR278W,12.1176,13.4775,6.65887,6.37205
YCR037C,18.3853,28.4066,14.0221,10.6718
YGR138C,106.997,150.842,234.945,702.991
YLL023C,25.4124,59.6454,32.7081,28.5093
YKR023W,5.15958,4.78005,3.6811,4.02353
YDR465C,84.8256,86.4975,63.8883,44.8312
YDR116C,25.4686,62.9229,48.1318,26.0095
YOL103W-A,1.16143,1.29603,0,0.998682
YHR198C,11.4568,34.4781,33.5469,20.5786
YEL038W,39.572,121.332,168.208,122.35
YDR422C,13.1126,11.2246,11.1494,8.76985
YML098W,44.3247,34.428,26.4679,21.927
YLR138W,11.3023,21.5216,32.8436,30.4964
YGL248W,17.6884,25.5239,49.8974,49.2592
YER179W,0.322887,0.551675,1.54945,3.49167
YLR404W,15.7663,12.6786,4.24643,1.88658
YKL179C,7.70586,4.79385,4.44834,2.51361
YBR257W,21.3999,16.6652,18.9363,20.0233
YKR024C,31.8222,28.4174,18.325,12.1505
YJL070C,2.82485,3.5508,2.66052,2.41257
YMR096W,14.023,17.5213,18.9778,13.1394
YMR234W,13.068,11.9984,9.23704,6.50173
YER023W,90.8195,68.6602,21.7085,13.8562
YJR103W,12.7941,24.21,22.9303,24.2135
YOR064C,32.1935,45.5886,52.2,34.5826
YDL131W,205.462,102.392,15.3084,7.41441
YDL125C,278.832,281.544,338.021,328.855
YOR352W,8.53086,8.61539,11.141,7.80626
YLR373C,9.1989,4.97727,5.56124,6.60715
YKL198C,11.8828,17.084,14.9717,11.2133
YOL042W,19.4186,19.4434,16.4515,9.63944
YDR070C,4.43644,238.326,630.478,634.99
YPR128C,43.8788,34.9452,8.75909,6.79695
YOL148C,8.69327,6.20893,4.94969,4.56871
YJR076C,53.8172,28.8755,16.4584,12.1639
YBR166C,28.2503,27.2479,14.0558,6.14936
YML013W,15.2578,16.9429,12.9132,13.5638
YDR014W-A,0.372507,1.40847,0.708878,0.309709
YDR400W,32.4209,27.8735,29.974,26.3145
YOR289W,15.1624,47.2263,34.1752,25.5594
YAL059W,87.0775,70.0184,41.7802,22.3086
YBR239C,24.5239,23.1248,15.9585,10.3419
YOL143C,146.942,210.281,108.754,48.3811
YPL001W,20.9165,18.8701,12.6078,11.56
YBR234C,87.1971,81.8696,43.0524,27.7777
YNL211C,31.8523,40.0161,28.7091,25.7423
YMR055C,13.394,15.1034,12.4591,6.65336
YKL108W,5.90197,3.18407,3.19665,6.37363
YNR018W,253.823,487.446,322.961,278.904
YJL134W,56.6062,63.0956,57.0973,22.3519
YMR162C,4.23615,5.58188,3.08876,2.60802
YMR138W,11.5775,13.8826,8.07465,6.13234
YGR184C,9.59884,13.8607,10.1531,13.0246
YPR198W,9.36694,16.7543,13.6744,8.6863
YNR054C,27.5403,33.1902,21.4404,13.6841
YDR202C,6.98842,8.77674,10.6362,6.96396
YER040W,10.5168,8.19488,8.57648,9.34403
YPL016W,5.91241,3.56603,1.20566,0.973692
YJL044C,25.6978,30.1278,11.0591,3.64421
YKL073W,12.3779,10.5914,9.64937,8.7993
1947,10.5265,14.9656,10.0078,4.63321
YHR114W,10.9547,9.78216,4.36655,2.07884
YER031C,107.818,70.6876,26.7473,14.036
YMR080C,33.093,29.7395,18.257,14.9241
YKL140W,16.7395,19.9894,10.5459,5.61468
YHR040W,26.441,32.5441,20.9623,17.7088
YDL008W,34.4819,32.3585,22.0946,19.5187
YOL013C,7.78104,17.1409,21.9035,17.9892
YLR055C,10.5426,17.0413,15.187,13.9853
YBR244W,15.692,13.85,14.532,13.6607
YHL015W,5240.9,2504.44,1318.24,409.188
YLL048C,24.2821,34.7924,16.6323,11.7419
YGL041C-B,1.58098,1.65302,5.11125,4.79062
YOR224C,471.958,460.462,227.132,129.768
YNL122C,35.0763,44.8064,43.8361,17.9775
YNL220W,261.191,111.862,96.3344,93.2724
YNL038W,28.4854,19.888,7.73005,4.46049
YJR001W,48.5309,35.3889,18.2386,17.6974
YPL160W,100.258,77.961,28.5672,18.9607
YCR079W,14.0032,22.3268,26.4305,22.884
YHR090C,14.7842,13.9911,19.6632,28.4081
YGR052W,4.89532,17.3228,32.4025,96.2295
YFL005W,177.397,149.332,109.843,61.8051
YJR036C,0.674244,1.9851,2.13686,1.64435
YPR011C,11.4411,16.2733,14.5422,7.1399
YGR065C,45.6944,83.7821,56.5646,49.7555
YJL125C,56.0153,37.802,21.5913,11.7861
YCL012C,16.9244,50.6619,139.322,121.911
YNR014W,5.03115,11.5348,115.271,352.901
YKR042W,802.904,1205.69,948.33,836.863
YFL058W,0.753602,3.38184,0,0
YKR014C,41.9978,56.1553,58.2075,50.6649
YOR272W,96.0915,81.148,41.4354,31.271
YOR056C,65.1102,58.0237,38.9473,23.864
YCR100C,4.54794,4.06728,2.31638,1.48113
YGR271C-A,35.0317,39.4729,21.0994,10.1239
YEL018W,17.1944,15.2955,12.5306,7.3013
YDL119C,4.62287,9.22982,5.72658,2.63851
YMR241W,249.44,219.932,76.196,47.165
YBR248C,87.8494,44.5298,16.0044,10.4545
YLR413W,199.019,255.879,192.948,233.782
YLR261C,29.3199,21.7111,18.623,8.52944
YMR110C,38.4241,61.5615,39.1993,24.4115
YAL038W,2286.89,1478.73,338.567,170.788
YML055W,85.0464,76.2631,48.9883,26.4662
YLL049W,48.9826,78.3812,56.6053,41.1858
YOR168W,65.1824,52.335,23.8675,14.7874
YDR034C,19.3226,14.9932,17.5554,14.8541
YOR042W,19.7155,29.0846,20.5578,17.2195
YOR311C,99.4954,125.135,150.55,122.781
YJR016C,422.221,288.188,176.198,109.882
YNL042W-B,3.96701,5.54474,5.41435,4.89017
YMR140W,5.68471,5.48294,7.14695,11.617
YHR151C,20.4794,25.2718,27.3424,27.1192
YLR276C,65.5426,44.8868,29.3823,15.7623
YJR074W,25.8695,45.1644,16.4846,11.6054
YOL031C,24.0926,24.56,19.7884,18.1675
YNL293W,5.27263,6.63388,7.85978,5.42558
YDL224C,23.7256,22.5983,15.821,14.2405
YDL169C,0.362294,5.36947,11.2019,18.0991
YPL210C,28.789,21.0208,7.69977,4.01801
YOR127W,11.5115,11.0451,11.6034,10.3609
YGL125W,82.5812,56.2561,21.9377,17.9042
YKR068C,112.406,85.1122,57.6575,46.6734
YJL027C,0.235318,0.59342,0.899675,0.726196
YDL014W,488.115,440.943,232.253,182.43
YOL022C,47.6659,48.5299,36.3072,23.8323
YDR329C,11.3335,18.2761,27.2047,33.8063
YAL028W,1.1744,2.68672,3.52644,3.37808
YOR114W,8.54585,4.69486,2.11097,1.39662
YGL240W,2.69649,3.32353,3.37687,4.75749
YIR021W,27.1252,44.3032,17.0794,8.53493
YDR125C,2.57242,5.63846,4.08938,2.95286
YBR267W,72.0568,69.9885,49.0149,28.5822
YEL053C,25.396,19.5737,10.2579,8.14263
YPL057C,88.7377,102.492,130.178,188.067
YGL227W,1.12044,2.23782,2.58406,2.78258
YOL154W,1.04901,2.13763,0.739305,1.9233
YDR057W,9.97217,10.0617,9.7988,9.46249
YJL089W,1.65289,1.65145,1.30577,2.59736
YFR002W,19.8545,14.9188,8.42921,5.84656
YOL036W,31.8143,36.1784,37.2634,37.1188
YML067C,28.3257,35.0961,23.4352,19.8367
YPR202W,3.10333,3.01139,2.29051,2.34299
YBR221W-A,3.95184,30.9384,17.1354,15.1781
YCR096C,0,0,4.27214E-07,0
Q0130,6.86419,6.59555,9.93208,19.015
YER127W,55.8273,51.0182,38.7174,31.5478
YDR182W-A,7.55567,7.8761,6.9127,3.82777
YHR103W,14.4926,8.57217,9.90181,7.23736
YML083C,3.64338,4.50164,3.20066,2.08736
YBR074W,28.3872,35.8768,17.9048,15.0393
YER018C,6.29056,6.32689,5.16027,3.41681
YLR221C,62.575,59.6238,36.765,21.6353
YPL078C,95.4178,258.918,225.166,99.2398
YCR024C-B,2919.96,2082.59,2205.65,2103.8
YPL240C,5.63176,69.1815,245.911,506.088
YDR159W,5.6806,4.28585,2.96744,1.91721
YGL045W,19.5883,15.1197,25.9708,30.9487
YDR066C,13.4976,10.1017,5.23295,5.04317
YLR314C,35.9636,19.6666,10.6516,10.1209
YLL064C,4.98995,7.27251,4.99575,4.9894
YDR254W,9.03117,7.23067,8.2095,5.74769
YOR052C,62.0642,151.018,283.629,392.414
YLR383W,4.3287,2.15299,1.17564,1.33517
YDR185C,33.4515,40.1115,50.3422,47.4073
YOL047C,0.898475,1.07133,3.08352,18.3401
YBR119W,8.26804,9.65069,15.8739,12.6374
YPR159W,112.732,151.401,211.49,197.197
YAL048C,7.15599,7.00171,5.88631,3.6172
YLR286C,31.3659,57.1035,20.3591,18.6665
YLR309C,5.66242,4.59681,3.93432,3.89912
YLR106C,7.40289,4.22765,2.63342,3.15985
YOR118W,19.0896,20.3508,17.3569,16.7538
YOR094W,29.072,33.5683,12.3725,6.98675
YNL289W,14.5491,16.6263,1.76714,0.596025
YEL004W,9.20974,9.13664,2.96323,2.0671
YIR043C,0.384328,0.795466,0.915263,0.83253
YGL104C,8.87751,14.5097,9.8051,3.71722
YFR013W,10.6245,8.19859,3.18562,2.80976
YDL002C,30.4982,22.6008,17.7735,10.1377
YNL029C,27.7079,33.138,26.7448,14.7353
YOR061W,71.4587,57.1725,29.5342,21.1073
YNR030W,34.3287,42.6783,25.0326,7.80597
YLL022C,17.8218,14.189,4.80831,4.83096
YNL262W,4.05191,2.48947,4.18797,6.95374
YBL112C,4.61866,2.11887,2.03121,2.83626
YOR010C,2664.37,893.439,452.526,701.582
YBR259W,7.54435,7.09519,4.54095,3.7622
YLR362W,3.50736,5.4543,3.57986,4.97671
YER043C,730.829,838.049,378.444,398.051
YBR269C,22.0342,59.5311,106.843,96.9472
YDR456W,25.3191,52.7337,81.688,72.8254
YOR360C,137.916,202.381,282.813,297.818
YAL034C,12.0052,14.2786,26.1585,45.2562
YKL062W,8.39607,6.27263,15.551,48.7022
YPL220W,616.855,409.21,154.753,68.8204
YDR432W,111.247,101.513,93.6303,123.892
YMR242W-A,94.1195,118.254,118.665,89.9952
YPL154C,131.516,513.204,640.506,596.934
YAL067W-A,23.0445,16.5098,19.1096,18.1305
YGR277C,25.1802,32.2943,25.3258,19.607
YDL165W,38.3939,43.1485,40.4903,25.2107
YGL108C,25.6078,25.69,14.1332,12.7889
YKL096C-B,2.78651,11.6477,3.05955,2.5364
YDR518W,26.0951,19.538,12.0891,8.97035
YCR003W,26.0862,44.5932,27.7407,17.1055
YER060W-A,38.9623,70.6834,22.7855,9.17891
YIR017C,88.374,55.0164,29.2391,21.1895
YPL105C,33.9443,25.031,26.439,25.8842
YHR074W,23.6854,26.4258,16.6246,12.8077
YMR274C,13.5036,13.1139,16.6616,14.6898
YBL091C-A,20.4707,39.6741,31.9805,20.3041
YHR139C,1.10776,3.44471,8.53238,41.5726
YDR011W,376.78,355.201,204.726,181.062
YNL254C,10.1397,9.28447,8.28003,4.96082
YGL216W,5.11478,3.86343,6.3225,7.19894
YHR163W,250.695,130.986,28.5707,20.6451
YMR232W,0.639768,0.888646,0.46974,0.107321
YHR206W,32.4063,29.519,26.8422,25.7734
YDL048C,67.6697,103.252,208.976,455.482
YMR161W,35.6716,33.7119,33.1825,31.0301
YDR210C-D,1.63329,1.18518,0.568674,0.215069
YLR146C,30.6651,44.2327,28.358,17.735
YHR187W,24.5677,26.7092,18.8502,11.0797
YHR195W,16.993,22.5314,24.8334,23.6955
YOR149C,13.7295,18.5694,17.2473,14.1556
YFR014C,5.39035,6.8851,6.44137,4.82497
YFL022C,100.071,97.1763,42.7611,30.5134
YDR051C,27.7683,25.4525,20.6011,16.0313
YBR283C,122.803,123.813,85.5674,131.282
YDL108W,21.4138,17.3484,16.9198,11.5547
YOR020C,487.096,1611.79,1720.37,1223.71
YIR003W,10.7882,15.3195,12.35,10.2555
YDR449C,39.2629,29.7537,24.16,15.085
YLL035W,21.1731,19.6987,11.7307,8.92465
YOR316C-A,2.31919,3.8112,5.97117,8.05288
YOL116W,7.39912,7.23864,12.5444,13.0954
YHR005C-A,348.163,358.662,108.377,47.509
YLR099W-A,32.6935,43.8975,19.9393,11.1237
YKL034W,5.84207,14.1653,12.1054,12.4725
YDL148C,22.3288,21.7256,14.0008,11.9745
Q0080,0,0,0,0
YAL019W,9.72498,7.36698,4.41147,5.1689
YJR002W,41.0245,29.4811,19.2637,18.472
YBR093C,97.2329,53.2154,8.34644,4.05412
YJL204C,4.90448,3.36236,2.67411,2.07969
YGR007W,42.8261,38.2888,27.2446,26.4312
YDR287W,10.3725,14.5302,10.2568,8.28493
YJL063C,25.1191,65.0526,55.0628,34.2938
YPL257W-A,0.269723,1.52665,0.239217,0.0894336
YJR067C,40.2324,23.5477,23.5056,23.8998
YMR062C,66.0696,52.6983,21.2791,17.5112
YDL037C,388.751,220.29,58.8788,136.845
YDL098C,8.12678,8.37029,7.65238,15.7861
YIL134W,14.1813,18.5876,12.0673,7.18785
YIL002W-A,380.348,337.086,258.253,172.145
YBR254C,37.7696,27.5138,19.0533,7.83891
YIL040W,80.7921,76.2374,51.2815,52.4606
YPR015C,3.25135,4.18325,18.1858,45.3384
YMR225C,78.2576,149.036,118.607,53.4094
YOR394W,0.946747,1.00456,2.21447,3.03365
YML093W,31.5061,24.3765,15.0489,9.76777
YNL172W,3.5931,2.70315,1.68989,1.31536
YER014W,18.1433,12.1305,6.2115,4.41549
YCL037C,12.6288,9.37385,5.00852,3.38487
YHR044C,15.0728,19.2582,14.6424,11.9978
YOR229W,25.7825,34.1755,24.2721,8.66228
YMR268C,9.97963,9.63353,6.87269,4.5856
YBR010W,1488.18,458.188,475.158,329.179
YML133C,6.28997,5.91285,3.22473,3.12302
YJL029C,12.2941,9.04074,5.524,3.14527
YGL016W,8.95986,11.2109,5.91511,3.03163
YPR154W,44.199,69.4417,86.8195,106.746
YOL002C,48.9573,98.4768,109.144,142.118
YNL021W,12.2891,10.9847,11.159,10.7957
YJL115W,23.9547,19.1764,7.06855,13.1125
YMR205C,203.172,116.924,91.4179,40.1699
YDR132C,9.10378,7.45291,6.08067,5.02572
YOR342C,98.4505,105.788,70.9625,28.9536
YIL155C,0.558162,3.11889,3.13804,5.70245
YOL009C,12.5549,13.8499,8.02982,5.22578
YOL089C,3.47255,4.74872,5.3859,3.93087
YDL133W,17.1438,16.2987,13.6913,11.386
YGR156W,7.95422,8.62568,6.08514,8.79347
YDL195W,29.952,27.7719,18.2131,14.3472
YFL003C,2.16606,2.71946,1.84241,1.37351
YPL174C,4.40948,4.07479,3.25179,2.51036
YLR129W,37.5397,24.9561,16.4662,11.1803
YER105C,13.5079,12.3432,5.21533,5.25516
Q0060,0,0.245302,0.337149,0.185334
YML069W,21.1292,12.2751,7.33306,9.58425
YNL256W,30.2397,25.4909,6.73671,3.98169
YOR011W,29.9807,36.5757,27.8207,61.4308
YMR111C,4.87798,5.6967,5.271,5.76845
YKR046C,238.424,594.107,672.755,569.915
YBR204C,4.95485,10.4331,15.4767,14.3563
YFR001W,53.6119,56.4737,27.9213,13.2749
YNL253W,12.7536,11.7084,6.64863,3.91855
